metric,value
val_auc,0.5666666666666668
optimal_threshold,0.5163877010345459
test_threshold_default,0.5
test_auc_default,0.2777777777777778
test_accuracy_default,0.47058823529411764
test_precision_default,0.47058823529411764
test_recall_default,1.0
test_f1_default,0.64
test_specificity_default,0.0
test_threshold_optimal,0.5163877010345459
test_auc_optimal,0.2777777777777778
test_accuracy_optimal,0.47058823529411764
test_precision_optimal,0.4
test_recall_optimal,0.25
test_f1_optimal,0.3076923076923077
test_specificity_optimal,0.6666666666666666
