metric,value
val_auc,0.6944444444444444
optimal_threshold,0.47884970903396606
test_threshold_default,0.5
test_auc_default,0.5606060606060606
test_accuracy_default,0.6470588235294118
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.47884970903396606
test_auc_optimal,0.5606060606060606
test_accuracy_optimal,0.5882352941176471
test_precision_optimal,0.3333333333333333
test_recall_optimal,0.16666666666666666
test_f1_optimal,0.2222222222222222
test_specificity_optimal,0.8181818181818182
