fold,test_auc,test_accuracy,test_f1,val_auc,n_test,n_progressors,progression_rate,mean_age,std_age,pct_male,mean_tissue,mean_volume
0,0.7083333333333333,0.6666666666666666,0.6666666666666666,0.6363636363636364,18,6.0,0.3333333333333333,65.16875,5.926405971231557,0.8875,4608.794550624999,2982596.33659375
1,0.5909090909090908,0.5882352941176471,0.0,0.4393939393939394,17,6.0,0.35294117647058826,65.93377483443709,5.453645721499439,0.8211920529801324,4161.718773509934,3178238.0785245034
2,0.21212121212121215,0.17647058823529413,0.125,0.4727272727272728,17,6.0,0.35294117647058826,65.80794701986756,7.221925165114059,0.9403973509933775,4150.282470198675,4231105.399582119
3,0.36363636363636365,0.3125,0.35294117647058826,0.5090909090909091,16,5.0,0.3125,68.56643356643356,5.985380593826083,0.7552447552447552,3939.62383146853,2634592.7133615385
4,0.3090909090909091,0.4375,0.47058823529411764,0.6944444444444444,16,5.0,0.3125,66.11805555555556,5.707921777483554,0.8125,3611.1976465277776,2705139.440579861
