Fold,Val Loss,MAE,RMSE,R²
0,26.921317713601248,3.4572134017944336,4.9504957471035,0.08782780170440674
1,33.63799221856254,4.522546768188477,6.215356869138102,-0.15560662746429443
2,35.34737706865583,4.656990051269531,5.920439614134188,0.015082955360412598
3,33.97716129847935,4.544498443603516,5.767661791955794,0.034271419048309326
4,51.61712967024909,5.258867263793945,7.183349206940828,0.00230330228805542
