metric,value
val_auc,0.7666666666666666
optimal_threshold,0.4905628561973572
test_threshold_default,0.5
test_auc_default,0.4444444444444445
test_accuracy_default,0.5294117647058824
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.4905628561973572
test_auc_optimal,0.4444444444444445
test_accuracy_optimal,0.5882352941176471
test_precision_optimal,0.6
test_recall_optimal,0.375
test_f1_optimal,0.46153846153846156
test_specificity_optimal,0.7777777777777778
