epoch,train_auc,val_auc,gap,is_overfitting
0,0.5735294117647058,0.4545454545454546,0.11898395721925126,False
1,0.5245098039215687,0.4545454545454546,0.06996434937611407,False
2,0.5196078431372549,0.4545454545454546,0.06506238859180036,False
3,0.6258169934640523,0.4545454545454546,0.1712715389185977,True
4,0.45915032679738566,0.4545454545454546,0.004604872251931069,False
5,0.4722222222222222,0.4545454545454546,0.017676767676767624,False
6,0.5718954248366013,0.4545454545454546,0.11734997029114669,False
7,0.6111111111111112,0.4545454545454546,0.15656565656565657,True
8,0.6732026143790849,0.4545454545454546,0.21865715983363032,True
9,0.6209150326797386,0.4545454545454546,0.166369578134284,True
10,0.4836601307189543,0.4545454545454546,0.02911467617349972,False
11,0.4248366013071896,0.4545454545454546,-0.029708853238265,False
12,0.5130718954248366,0.4545454545454546,0.05852644087938197,False
13,0.5016339869281046,0.4545454545454546,0.047088532382649984,False
14,0.6062091503267975,0.4545454545454546,0.15166369578134287,True
15,0.42973856209150324,0.4363636363636364,-0.006625074272133158,False
16,0.5245098039215687,0.4363636363636364,0.08814616755793225,False
17,0.49836601307189543,0.4363636363636364,0.06200237670825903,False
18,0.5359477124183006,0.4363636363636364,0.09958407605466424,False
19,0.4787581699346405,0.4363636363636364,0.04239453357100409,False
20,0.5964052287581699,0.4363636363636364,0.16004159239453353,True
