Fold,Strategy,Val_AUC,Test_AUC,Test_Accuracy,Test_F1,Final_Gap,Optimal_Threshold
3,layer4_only,0.4545454545454546,0.4363636363636364,0.375,0.5,0.16004159239453353,0.4583996534347534
