feature,display_name,group,mean_abs_shap,std_abs_shap
cnn_emb_321,cnn_emb_321,CNN Embedding,0.0,0.0
cnn_emb_322,cnn_emb_322,CNN Embedding,0.0,0.0
cnn_emb_323,cnn_emb_323,CNN Embedding,0.0,0.0
cnn_emb_324,cnn_emb_324,CNN Embedding,0.0,0.0
cnn_emb_325,cnn_emb_325,CNN Embedding,0.0,0.0
cnn_emb_326,cnn_emb_326,CNN Embedding,0.0,0.0
cnn_emb_327,cnn_emb_327,CNN Embedding,0.0,0.0
cnn_emb_328,cnn_emb_328,CNN Embedding,0.0,0.0
cnn_emb_329,cnn_emb_329,CNN Embedding,0.0,0.0
cnn_emb_331,cnn_emb_331,CNN Embedding,0.0,0.0
cnn_emb_332,cnn_emb_332,CNN Embedding,0.0,0.0
cnn_emb_333,cnn_emb_333,CNN Embedding,0.0,0.0
cnn_emb_334,cnn_emb_334,CNN Embedding,0.0,0.0
cnn_emb_335,cnn_emb_335,CNN Embedding,0.0,0.0
cnn_emb_336,cnn_emb_336,CNN Embedding,0.0,0.0
cnn_emb_337,cnn_emb_337,CNN Embedding,0.0,0.0
cnn_emb_338,cnn_emb_338,CNN Embedding,0.0,0.0
cnn_emb_339,cnn_emb_339,CNN Embedding,0.0,0.0
cnn_emb_340,cnn_emb_340,CNN Embedding,0.0,0.0
cnn_emb_341,cnn_emb_341,CNN Embedding,0.0,0.0
cnn_emb_342,cnn_emb_342,CNN Embedding,0.0,0.0
cnn_emb_344,cnn_emb_344,CNN Embedding,0.0,0.0
cnn_emb_345,cnn_emb_345,CNN Embedding,0.0,0.0
cnn_emb_346,cnn_emb_346,CNN Embedding,0.0,0.0
cnn_emb_347,cnn_emb_347,CNN Embedding,0.0,0.0
cnn_emb_348,cnn_emb_348,CNN Embedding,0.0,0.0
cnn_emb_349,cnn_emb_349,CNN Embedding,0.0,0.0
cnn_emb_350,cnn_emb_350,CNN Embedding,0.0,0.0
cnn_emb_351,cnn_emb_351,CNN Embedding,0.0,0.0
cnn_emb_352,cnn_emb_352,CNN Embedding,0.0,0.0
cnn_emb_353,cnn_emb_353,CNN Embedding,0.0,0.0
cnn_emb_354,cnn_emb_354,CNN Embedding,0.0,0.0
cnn_emb_355,cnn_emb_355,CNN Embedding,0.0,0.0
cnn_emb_356,cnn_emb_356,CNN Embedding,0.0,0.0
cnn_emb_357,cnn_emb_357,CNN Embedding,0.0,0.0
cnn_emb_358,cnn_emb_358,CNN Embedding,0.0,0.0
cnn_emb_359,cnn_emb_359,CNN Embedding,0.0,0.0
cnn_emb_360,cnn_emb_360,CNN Embedding,0.0,0.0
cnn_emb_361,cnn_emb_361,CNN Embedding,0.0,0.0
