metric,value
val_auc,0.638888888888889
optimal_threshold,0.47868597507476807
test_threshold_default,0.5
test_auc_default,0.18181818181818182
test_accuracy_default,0.6470588235294118
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.47868597507476807
test_auc_optimal,0.18181818181818182
test_accuracy_optimal,0.23529411764705882
test_precision_optimal,0.23076923076923078
test_recall_optimal,0.5
test_f1_optimal,0.3157894736842105
test_specificity_optimal,0.09090909090909091
