metric,value
val_auc,0.5636363636363637
optimal_threshold,0.200876384973526
test_threshold_default,0.5
test_auc_default,0.6363636363636364
test_accuracy_default,0.6875
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.200876384973526
test_auc_optimal,0.6363636363636364
test_accuracy_optimal,0.6875
test_precision_optimal,0.5
test_recall_optimal,0.6
test_f1_optimal,0.5454545454545454
test_specificity_optimal,0.7272727272727273
