metric,value
val_auc,0.5606060606060606
optimal_threshold,0.4892393946647644
test_threshold_default,0.5
test_auc_default,0.3090909090909091
test_accuracy_default,0.625
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,0.9090909090909091
test_threshold_optimal,0.4892393946647644
test_auc_optimal,0.3090909090909091
test_accuracy_optimal,0.3125
test_precision_optimal,0.25
test_recall_optimal,0.6
test_f1_optimal,0.35294117647058826
test_specificity_optimal,0.18181818181818182
