Configuration,Description,Val_AUC,Test_AUC_Optimal,Test_Acc_Optimal,Test_F1_Optimal
cnn_only,CNN features only (baseline),0.8125,0.5855750487329435,0.5833333333333334,0.4213564213564213
cnn_hand,CNN + Hand-crafted features,0.5416666666666666,0.5274853801169591,0.5714285714285715,0.3055555555555556
cnn_demo,CNN + Demographics,0.6458333333333334,0.5090643274853801,0.6309523809523809,0.36080586080586086
full,CNN + Hand-crafted + Demographics (full),0.7916666666666666,0.44239766081871346,0.5357142857142857,0.31176470588235294
