Fold,Val Loss,MAE,RMSE,R²
0,0.5397435460771833,0.6626429557800293,0.8123883757575243,-0.2171492576599121
1,0.8579957808767046,0.744089663028717,1.005133209320234,-0.20867669582366943
2,0.7748648830822535,0.7514814734458923,0.9617565045356185,-0.22012019157409668
3,0.6025262125900813,0.6750601530075073,0.890087668301511,-0.4586905241012573
4,1.0879648549216134,0.8755622506141663,1.10681620186961,-0.2836343050003052
