fold,val_auc,optimal_threshold,test_auc_default,test_accuracy_default,test_precision_default,test_recall_default,test_f1_default,test_specificity_default,test_auc_optimal,test_accuracy_optimal,test_precision_optimal,test_recall_optimal,test_f1_optimal,test_specificity_optimal
0,0.5303030303030303,0.47376295924186707,0.4583333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.4583333333333333,0.5,0.36363636363636365,0.6666666666666666,0.47058823529411764,0.4166666666666667
1,0.3181818181818182,0.4906468093395233,0.5454545454545454,0.6470588235294118,0.0,0.0,0.0,1.0,0.5454545454545454,0.7058823529411765,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.9090909090909091
2,0.5272727272727272,0.48245471715927124,0.5909090909090909,0.6470588235294118,0.0,0.0,0.0,1.0,0.5909090909090909,0.6470588235294118,0.5,0.16666666666666666,0.25,0.9090909090909091
3,0.4,0.4632933437824249,0.2727272727272727,0.6875,0.0,0.0,0.0,1.0,0.2727272727272727,0.375,0.3333333333333333,1.0,0.5,0.09090909090909091
4,0.5833333333333334,0.4900500476360321,0.5818181818181818,0.6875,0.0,0.0,0.0,1.0,0.5818181818181818,0.625,0.3333333333333333,0.2,0.25,0.8181818181818182
