metric,value
val_auc,0.75
optimal_threshold,0.4346451461315155
test_threshold_default,0.5
test_auc_default,0.3194444444444444
test_accuracy_default,0.5294117647058824
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.4346451461315155
test_auc_optimal,0.3194444444444444
test_accuracy_optimal,0.4117647058823529
test_precision_optimal,0.4166666666666667
test_recall_optimal,0.625
test_f1_optimal,0.5
test_specificity_optimal,0.2222222222222222
