metric,value
val_auc,0.7272727272727273
optimal_threshold,0.5133917331695557
test_threshold_default,0.5
test_auc_default,0.6923076923076923
test_accuracy_default,0.5294117647058824
test_precision_default,0.3333333333333333
test_recall_default,1.0
test_f1_default,0.5
test_specificity_default,0.38461538461538464
test_threshold_optimal,0.5133917331695557
test_auc_optimal,0.6923076923076923
test_accuracy_optimal,0.6470588235294118
test_precision_optimal,0.4
test_recall_optimal,1.0
test_f1_optimal,0.5714285714285714
test_specificity_optimal,0.5384615384615384
