metric,value
val_auc,0.5416666666666666
optimal_threshold,0.48781731724739075
test_threshold_default,0.5
test_auc_default,0.7424242424242424
test_accuracy_default,0.6470588235294118
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.48781731724739075
test_auc_optimal,0.7424242424242424
test_accuracy_optimal,0.47058823529411764
test_precision_optimal,0.4
test_recall_optimal,1.0
test_f1_optimal,0.5714285714285714
test_specificity_optimal,0.18181818181818182
