metric,value
val_auc,0.6944444444444444
optimal_threshold,0.4968207776546478
test_threshold_default,0.5
test_auc_default,0.4393939393939394
test_accuracy_default,0.4117647058823529
test_precision_default,0.16666666666666666
test_recall_default,0.16666666666666666
test_f1_default,0.16666666666666666
test_specificity_default,0.5454545454545454
test_threshold_optimal,0.4968207776546478
test_auc_optimal,0.4393939393939394
test_accuracy_optimal,0.47058823529411764
test_precision_optimal,0.3333333333333333
test_recall_optimal,0.5
test_f1_optimal,0.4
test_specificity_optimal,0.45454545454545453
