metric,value
val_auc,0.8333333333333334
optimal_threshold,0.5290213227272034
test_threshold_default,0.5
test_auc_default,0.4722222222222222
test_accuracy_default,0.5882352941176471
test_precision_default,0.5555555555555556
test_recall_default,0.625
test_f1_default,0.5882352941176471
test_specificity_default,0.5555555555555556
test_threshold_optimal,0.5290213227272034
test_auc_optimal,0.4722222222222222
test_accuracy_optimal,0.5294117647058824
test_precision_optimal,0.5
test_recall_optimal,0.125
test_f1_optimal,0.2
test_specificity_optimal,0.8888888888888888
