metric,value
val_auc,0.9166666666666666
optimal_threshold,0.5352778434753418
test_threshold_default,0.5
test_auc_default,0.5
test_accuracy_default,0.47058823529411764
test_precision_default,0.47058823529411764
test_recall_default,1.0
test_f1_default,0.64
test_specificity_default,0.0
test_threshold_optimal,0.5352778434753418
test_auc_optimal,0.5
test_accuracy_optimal,0.5882352941176471
test_precision_optimal,0.5555555555555556
test_recall_optimal,0.625
test_f1_optimal,0.5882352941176471
test_specificity_optimal,0.5555555555555556
