Metric,Mean,Std
Validation AUC,0.5915190365190366,0.11933089522324457
Optimal Threshold,0.5446847438812256,0.038060641512300084
,,
Test AUC (Default),0.45116938616938623,0.1248920619191951
Test Accuracy (Default),0.3448529411764706,0.06643739410633245
Test Precision (Default),0.23690794499618031,0.12781575850063967
Test Recall (Default),0.65,0.3741657386773941
Test F1 (Default),0.3370243791296422,0.17540707448361934
Test Specificity (Default),0.22066822066822067,0.26777029591534435
,,
Test AUC (Optimal),0.45116938616938623,0.1248920619191951
Test Accuracy (Optimal),0.4757352941176471,0.19909505476141245
Test Precision (Optimal),0.31333333333333335,0.24639624816768438
Test Recall (Optimal),0.30999999999999994,0.21540659228538014
Test F1 (Optimal),0.28761904761904755,0.20089595235710794
Test Specificity (Optimal),0.571989121989122,0.2503611652267049
