metric,value
val_auc,0.8846153846153847
optimal_threshold,0.47446855902671814
test_threshold_default,0.5
test_auc_default,0.5833333333333333
test_accuracy_default,0.7058823529411765
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.47446855902671814
test_auc_optimal,0.5833333333333333
test_accuracy_optimal,0.5882352941176471
test_precision_optimal,0.375
test_recall_optimal,0.6
test_f1_optimal,0.46153846153846156
test_specificity_optimal,0.5833333333333334
