metric,value
val_auc,0.5576923076923077
optimal_threshold,0.4222779870033264
test_threshold_default,0.5
test_auc_default,0.6333333333333333
test_accuracy_default,0.6470588235294118
test_precision_default,0.4444444444444444
test_recall_default,0.8
test_f1_default,0.5714285714285714
test_specificity_default,0.5833333333333334
test_threshold_optimal,0.4222779870033264
test_auc_optimal,0.6333333333333333
test_accuracy_optimal,0.4117647058823529
test_precision_optimal,0.3076923076923077
test_recall_optimal,0.8
test_f1_optimal,0.4444444444444444
test_specificity_optimal,0.25
