metric,value
val_auc,0.6527777777777778
optimal_threshold,0.4964592158794403
test_threshold_default,0.5
test_auc_default,0.36363636363636365
test_accuracy_default,0.5294117647058824
test_precision_default,0.25
test_recall_default,0.16666666666666666
test_f1_default,0.2
test_specificity_default,0.7272727272727273
test_threshold_optimal,0.4964592158794403
test_auc_optimal,0.36363636363636365
test_accuracy_optimal,0.4117647058823529
test_precision_optimal,0.375
test_recall_optimal,1.0
test_f1_optimal,0.5454545454545454
test_specificity_optimal,0.09090909090909091
