fold,val_auc,optimal_threshold,test_auc_default,test_accuracy_default,test_precision_default,test_recall_default,test_f1_default,test_specificity_default,test_auc_optimal,test_accuracy_optimal,test_precision_optimal,test_recall_optimal,test_f1_optimal,test_specificity_optimal
0,0.36363636363636365,0.6425032019615173,0.4027777777777778,0.3333333333333333,0.2857142857142857,0.6666666666666666,0.4,0.16666666666666666,0.4027777777777778,0.3888888888888889,0.2222222222222222,0.3333333333333333,0.26666666666666666,0.4166666666666667
1,0.7,0.3804434537887573,0.2727272727272727,0.5294117647058824,0.25,0.16666666666666666,0.2,0.7272727272727273,0.2727272727272727,0.29411764705882354,0.25,0.5,0.3333333333333333,0.18181818181818182
2,0.5454545454545454,0.38692671060562134,0.36666666666666664,0.625,0.5,0.16666666666666666,0.25,0.9,0.36666666666666664,0.3125,0.2727272727272727,0.5,0.35294117647058826,0.2
3,0.5636363636363637,0.200876384973526,0.6363636363636364,0.6875,0.0,0.0,0.0,1.0,0.6363636363636364,0.6875,0.5,0.6,0.5454545454545454,0.7272727272727273
4,0.5555555555555556,0.584612250328064,0.6363636363636364,0.375,0.3333333333333333,1.0,0.5,0.09090909090909091,0.6363636363636364,0.4375,0.35714285714285715,1.0,0.5263157894736842,0.18181818181818182
