metric,value
val_auc,0.625
optimal_threshold,0.45778688788414
test_threshold_default,0.5
test_auc_default,0.5087719298245614
test_accuracy_default,0.6785714285714286
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.45778688788414
test_auc_optimal,0.5087719298245614
test_accuracy_optimal,0.5357142857142857
test_precision_optimal,0.16666666666666666
test_recall_optimal,0.1111111111111111
test_f1_optimal,0.13333333333333333
test_specificity_optimal,0.7368421052631579
