metric,value
val_auc,0.33333333333333337
optimal_threshold,0.5157729387283325
test_threshold_default,0.5
test_auc_default,0.6666666666666667
test_accuracy_default,0.5882352941176471
test_precision_default,0.42857142857142855
test_recall_default,0.5
test_f1_default,0.46153846153846156
test_specificity_default,0.6363636363636364
test_threshold_optimal,0.5157729387283325
test_auc_optimal,0.6666666666666667
test_accuracy_optimal,0.6470588235294118
test_precision_optimal,0.0
test_recall_optimal,0.0
test_f1_optimal,0.0
test_specificity_optimal,1.0
