Fold,Val Loss,MAE,RMSE,R²
0,0.5362341369901384,0.702347457408905,0.8359552541968668,-0.3379615545272827
1,0.6606576059545789,0.6164244413375854,0.8666261110231263,-0.16461145877838135
2,0.6752324206488473,0.693698525428772,0.8797156104141263,-0.2598140239715576
3,0.5234293758869171,0.5816013216972351,0.7833569154503889,-0.2776527404785156
4,0.9507426159722464,0.8739585876464844,1.050830598828123,-0.2881660461425781
