Metric,Mean,Std
Validation AUC,0.7130303030303031,0.027333266142496173
Optimal Threshold,0.49184672236442567,0.056082250057706305
,,
Test AUC (Default),0.4762121212121212,0.06914737193122675
Test Accuracy (Default),0.4783496732026144,0.14820450597260806
Test Precision (Default),0.3800356506238859,0.14520092530128045
Test Recall (Default),0.5333333333333334,0.17511900715418263
Test F1 (Default),0.40357268335529206,0.03183907105256382
Test Specificity (Default),0.4545454545454545,0.3096252066532073
,,
Test AUC (Optimal),0.4762121212121212,0.06914737193122675
Test Accuracy (Optimal),0.4417483660130719,0.06864573363691637
Test Precision (Optimal),0.3098124098124098,0.05429138319794065
Test Recall (Optimal),0.5666666666666667,0.1813529401164726
Test F1 (Optimal),0.3951782531194296,0.08317637233541844
Test Specificity (Optimal),0.37424242424242427,0.15359182906029317
