metric,value
val_auc,0.5272727272727272
optimal_threshold,0.48245471715927124
test_threshold_default,0.5
test_auc_default,0.5909090909090909
test_accuracy_default,0.6470588235294118
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.48245471715927124
test_auc_optimal,0.5909090909090909
test_accuracy_optimal,0.6470588235294118
test_precision_optimal,0.5
test_recall_optimal,0.16666666666666666
test_f1_optimal,0.25
test_specificity_optimal,0.9090909090909091
