fold,test_auc,test_accuracy,test_f1,val_auc,n_test,n_progressors,progression_rate,mean_age,std_age,pct_male,mean_tissue,mean_volume
0,0.6944444444444444,0.6111111111111112,0.36363636363636365,0.8333333333333334,18,6.0,0.3333333333333333,65.16875,5.926405971231557,0.8875,4608.794550624999,2982596.33659375
1,0.42424242424242425,0.4117647058823529,0.375,1.0,17,6.0,0.35294117647058826,65.93377483443709,5.453645721499439,0.8211920529801324,4161.718773509934,3178238.0785245034
2,0.5606060606060606,0.35294117647058826,0.42105263157894735,0.5454545454545454,17,6.0,0.35294117647058826,65.80794701986756,7.221925165114059,0.9403973509933775,4150.282470198675,4231105.399582119
3,0.4,0.4375,0.3076923076923077,0.6363636363636365,16,5.0,0.3125,68.56643356643356,5.985380593826083,0.7552447552447552,3939.62383146853,2634592.7133615385
4,0.6363636363636364,0.625,0.25,0.6388888888888888,16,5.0,0.3125,66.11805555555556,5.707921777483554,0.8125,3611.1976465277776,2705139.440579861
