metric,value
val_auc,0.6805555555555555
optimal_threshold,0.5178501009941101
test_threshold_default,0.5
test_auc_default,0.5303030303030303
test_accuracy_default,0.47058823529411764
test_precision_default,0.4
test_recall_default,1.0
test_f1_default,0.5714285714285714
test_specificity_default,0.18181818181818182
test_threshold_optimal,0.5178501009941101
test_auc_optimal,0.5303030303030303
test_accuracy_optimal,0.5294117647058824
test_precision_optimal,0.3333333333333333
test_recall_optimal,0.3333333333333333
test_f1_optimal,0.3333333333333333
test_specificity_optimal,0.6363636363636364
