metric,value
val_auc,0.9166666666666667
optimal_threshold,0.4814257025718689
test_threshold_default,0.5
test_auc_default,0.4027777777777778
test_accuracy_default,0.47058823529411764
test_precision_default,0.3333333333333333
test_recall_default,0.125
test_f1_default,0.18181818181818182
test_specificity_default,0.7777777777777778
test_threshold_optimal,0.4814257025718689
test_auc_optimal,0.4027777777777778
test_accuracy_optimal,0.47058823529411764
test_precision_optimal,0.4
test_recall_optimal,0.25
test_f1_optimal,0.3076923076923077
test_specificity_optimal,0.6666666666666666
