FeatureType,MAE_Mean,MAE_Std,RMSE_Mean,RMSE_Std,R2_Mean,R2_Std,PctError_Mean,PctError_Std,N_Folds
demographics,1150.7656831629135,1053.6331337556903,1603.0078919124087,1407.4354590565367,-5.185046754306404,9.593657706495302,46.93038819085304,40.973941594141,5
handcrafted,337.5804638410762,61.7602756403303,453.23256521404994,88.57273050271276,0.680148569922902,0.15617768153302483,14.272115457648914,1.909047933014792,5
full,317.54741403290717,82.60054402699849,441.40731728530284,110.55028855505455,0.6834853500800302,0.17748116182585547,13.261521499079162,3.8714821866334996,5
