metric,value
val_auc,0.6923076923076923
optimal_threshold,0.47367584705352783
test_threshold_default,0.5
test_auc_default,0.6833333333333333
test_accuracy_default,0.7058823529411765
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.47367584705352783
test_auc_optimal,0.6833333333333333
test_accuracy_optimal,0.7647058823529411
test_precision_optimal,0.6
test_recall_optimal,0.6
test_f1_optimal,0.6
test_specificity_optimal,0.8333333333333334
