metric,value
val_auc,0.75
optimal_threshold,0.4896375834941864
test_threshold_default,0.5
test_auc_default,0.9666666666666667
test_accuracy_default,0.7647058823529411
test_precision_default,0.5555555555555556
test_recall_default,1.0
test_f1_default,0.7142857142857143
test_specificity_default,0.6666666666666666
test_threshold_optimal,0.4896375834941864
test_auc_optimal,0.9666666666666667
test_accuracy_optimal,0.7647058823529411
test_precision_optimal,0.5555555555555556
test_recall_optimal,1.0
test_f1_optimal,0.7142857142857143
test_specificity_optimal,0.6666666666666666
