metric,value
val_auc,0.5555555555555556
optimal_threshold,0.49580565094947815
test_threshold_default,0.5
test_auc_default,0.5454545454545454
test_accuracy_default,0.47058823529411764
test_precision_default,0.3333333333333333
test_recall_default,0.5
test_f1_default,0.4
test_specificity_default,0.45454545454545453
test_threshold_optimal,0.49580565094947815
test_auc_optimal,0.5454545454545454
test_accuracy_optimal,0.47058823529411764
test_precision_optimal,0.3333333333333333
test_recall_optimal,0.5
test_f1_optimal,0.4
test_specificity_optimal,0.45454545454545453
