metric,value
val_auc,0.48484848484848486
optimal_threshold,0.5160412192344666
test_threshold_default,0.5
test_auc_default,0.3888888888888889
test_accuracy_default,0.3333333333333333
test_precision_default,0.2857142857142857
test_recall_default,0.6666666666666666
test_f1_default,0.4
test_specificity_default,0.16666666666666666
test_threshold_optimal,0.5160412192344666
test_auc_optimal,0.3888888888888889
test_accuracy_optimal,0.2777777777777778
test_precision_optimal,0.18181818181818182
test_recall_optimal,0.3333333333333333
test_f1_optimal,0.23529411764705882
test_specificity_optimal,0.25
