metric,value
val_auc,0.8333333333333334
optimal_threshold,0.46887195110321045
test_threshold_default,0.5
test_auc_default,0.36111111111111116
test_accuracy_default,0.5294117647058824
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.46887195110321045
test_auc_optimal,0.36111111111111116
test_accuracy_optimal,0.4117647058823529
test_precision_optimal,0.4
test_recall_optimal,0.5
test_f1_optimal,0.4444444444444444
test_specificity_optimal,0.3333333333333333
