Fold,Strategy,Val_AUC,Test_AUC,Test_Accuracy,Test_F1,Final_Gap,Optimal_Threshold
4,frozen,0.6527777777777777,0.5454545454545454,0.625,0.25,-0.07063279857397498,0.560598611831665
