epoch,train_auc,val_auc,gap,is_overfitting
0,0.6167557932263814,0.6527777777777777,-0.03602198455139627,False
1,0.5258467023172906,0.6527777777777777,-0.1269310754604871,False
2,0.5169340463458111,0.6527777777777777,-0.1358437314319666,False
3,0.6720142602495544,0.6388888888888888,0.03312537136066551,False
4,0.5311942959001783,0.6388888888888888,-0.10769459298871054,False
5,0.5311942959001783,0.6388888888888888,-0.10769459298871054,False
6,0.6417112299465241,0.6388888888888888,0.002822341057635236,False
7,0.6292335115864528,0.625,0.004233511586452798,False
8,0.49197860962566853,0.625,-0.13302139037433147,False
9,0.500891265597148,0.625,-0.12410873440285197,False
10,0.6060606060606061,0.625,-0.018939393939393923,False
11,0.6345811051693405,0.625,0.00958110516934052,False
12,0.5454545454545454,0.625,-0.07954545454545459,False
13,0.5811051693404635,0.625,-0.04389483065953648,False
14,0.6345811051693404,0.625,0.00958110516934041,False
15,0.590017825311943,0.625,-0.03498217468805698,False
16,0.6577540106951871,0.625,0.03275401069518713,False
17,0.47771836007130125,0.625,-0.14728163992869875,False
18,0.6007130124777182,0.625,-0.024286987522281756,False
19,0.6506238859180036,0.625,0.025623885918003575,False
20,0.554367201426025,0.625,-0.07063279857397498,False
