Fold,Val Loss,MAE,RMSE,R²
0,7.2024919782366075,3.58716082572937,5.244056970934269,-0.023562312126159668
1,8.293438005447388,4.365607738494873,6.073916039482889,-0.10360956192016602
2,9.728405230385917,4.449219226837158,5.9349137948001385,0.010261297225952148
3,9.586403247288295,4.4954514503479,5.844894215562269,0.008234798908233643
4,11.408877902560764,5.0671234130859375,7.138386248133331,0.014754056930541992
