fold_idx,val_auc,test_auc,test_accuracy,test_precision,test_recall,test_specificity,test_f1,optimal_threshold
0,0.5757575757575757,0.5208333333333333,0.4444444444444444,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.16666666666666666,0.3272312280664273
1,0.8030303030303031,0.393939393939394,0.47058823529411764,0.3333333333333333,0.5,0.45454545454545453,0.4,0.32955799917587447
2,0.8272727272727273,0.4696969696969696,0.6470588235294118,0.5,0.16666666666666666,0.9090909090909091,0.25,0.3450206706061394
3,0.3181818181818182,0.5363636363636364,0.6875,0.0,0.0,1.0,0.0,inf
4,0.5555555555555556,0.6727272727272727,0.8125,0.75,0.6,0.9090909090909091,0.6666666666666666,0.3490264585861398
