metric,value
val_auc,0.6181818181818183
optimal_threshold,0.04043145477771759
test_threshold_default,0.5
test_auc_default,0.6727272727272727
test_accuracy_default,0.6875
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.04043145477771759
test_auc_optimal,0.6727272727272727
test_accuracy_optimal,0.5625
test_precision_optimal,0.4
test_recall_optimal,0.8
test_f1_optimal,0.5333333333333333
test_specificity_optimal,0.45454545454545453
