fold,test_auc,test_accuracy,test_f1,val_auc,n_test,n_progressors,progression_rate,mean_age,std_age,pct_male,mean_tissue,mean_volume
0,0.19444444444444445,0.3333333333333333,0.3333333333333333,0.5454545454545454,18,6.0,0.3333333333333333,65.16875,5.926405971231557,0.8875,4608.794550624999,2982596.33659375
1,0.40909090909090906,0.29411764705882354,0.3333333333333333,0.6515151515151516,17,6.0,0.35294117647058826,65.93377483443709,5.453645721499439,0.8211920529801324,4161.718773509934,3178238.0785245034
2,0.2878787878787879,0.23529411764705882,0.23529411764705882,0.709090909090909,17,6.0,0.35294117647058826,65.80794701986756,7.221925165114059,0.9403973509933775,4150.282470198675,4231105.399582119
3,0.36363636363636365,0.375,0.375,0.6181818181818182,16,5.0,0.3125,68.56643356643356,5.985380593826083,0.7552447552447552,3939.62383146853,2634592.7133615385
4,0.5818181818181818,0.5625,0.5882352941176471,0.6527777777777778,16,5.0,0.3125,66.11805555555556,5.707921777483554,0.8125,3611.1976465277776,2705139.440579861
