metric,value
val_auc,0.4
optimal_threshold,0.4921870529651642
test_threshold_default,0.5
test_auc_default,0.5384615384615384
test_accuracy_default,0.7058823529411765
test_precision_default,0.42857142857142855
test_recall_default,0.75
test_f1_default,0.5454545454545454
test_specificity_default,0.6923076923076923
test_threshold_optimal,0.4921870529651642
test_auc_optimal,0.5384615384615384
test_accuracy_optimal,0.23529411764705882
test_precision_optimal,0.2
test_recall_optimal,0.75
test_f1_optimal,0.3157894736842105
test_specificity_optimal,0.07692307692307693
