metric,value
val_auc,0.3939393939393939
optimal_threshold,0.48999038338661194
test_threshold_default,0.5
test_auc_default,0.5277777777777777
test_accuracy_default,0.5
test_precision_default,0.36363636363636365
test_recall_default,0.6666666666666666
test_f1_default,0.47058823529411764
test_specificity_default,0.4166666666666667
test_threshold_optimal,0.48999038338661194
test_auc_optimal,0.5277777777777777
test_accuracy_optimal,0.4444444444444444
test_precision_optimal,0.35714285714285715
test_recall_optimal,0.8333333333333334
test_f1_optimal,0.5
test_specificity_optimal,0.25
