metric,value
val_auc,0.5961538461538461
optimal_threshold,0.45366936922073364
test_threshold_default,0.5
test_auc_default,0.9
test_accuracy_default,0.7058823529411765
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.45366936922073364
test_auc_optimal,0.9
test_accuracy_optimal,0.8823529411764706
test_precision_optimal,0.7142857142857143
test_recall_optimal,1.0
test_f1_optimal,0.8333333333333334
test_specificity_optimal,0.8333333333333334
