metric,value
val_auc,0.7575757575757576
optimal_threshold,0.5843793749809265
test_threshold_default,0.5
test_auc_default,0.6545454545454545
test_accuracy_default,0.3125
test_precision_default,0.3125
test_recall_default,1.0
test_f1_default,0.47619047619047616
test_specificity_default,0.0
test_threshold_optimal,0.5843793749809265
test_auc_optimal,0.6545454545454545
test_accuracy_optimal,0.4375
test_precision_optimal,0.3
test_recall_optimal,0.6
test_f1_optimal,0.4
test_specificity_optimal,0.36363636363636365
