metric,value
val_auc,0.7307692307692308
optimal_threshold,0.5176991820335388
test_threshold_default,0.5
test_auc_default,0.8666666666666667
test_accuracy_default,0.5882352941176471
test_precision_default,0.4166666666666667
test_recall_default,1.0
test_f1_default,0.5882352941176471
test_specificity_default,0.4166666666666667
test_threshold_optimal,0.5176991820335388
test_auc_optimal,0.8666666666666667
test_accuracy_optimal,0.6470588235294118
test_precision_optimal,0.45454545454545453
test_recall_optimal,1.0
test_f1_optimal,0.625
test_specificity_optimal,0.5
