Fold,Val Loss,MAE,RMSE,R²
0,26.979400307791575,3.731879472732544,5.206893884745679,-0.009106278419494629
1,33.42864490236555,4.851409912109375,6.490355452338884,-0.2601284980773926
2,33.906203733171736,4.68783712387085,5.908703814011898,0.01898372173309326
3,33.55235552106585,4.728883743286133,6.042308413743615,-0.0598912239074707
4,51.59726987944709,5.379550457000732,7.245121860361244,-0.014929652214050293
