metric,value
val_auc,0.4545454545454546
optimal_threshold,0.46993038058280945
test_threshold_default,0.5
test_auc_default,0.4722222222222222
test_accuracy_default,0.5555555555555556
test_precision_default,0.25
test_recall_default,0.16666666666666666
test_f1_default,0.2
test_specificity_default,0.75
test_threshold_optimal,0.46993038058280945
test_auc_optimal,0.4722222222222222
test_accuracy_optimal,0.5
test_precision_optimal,0.2857142857142857
test_recall_optimal,0.3333333333333333
test_f1_optimal,0.3076923076923077
test_specificity_optimal,0.5833333333333334
