metric,value
val_auc,0.6923076923076923
optimal_threshold,0.5220203399658203
test_threshold_default,0.5
test_auc_default,0.7166666666666667
test_accuracy_default,0.47058823529411764
test_precision_default,0.35714285714285715
test_recall_default,1.0
test_f1_default,0.5263157894736842
test_specificity_default,0.25
test_threshold_optimal,0.5220203399658203
test_auc_optimal,0.7166666666666667
test_accuracy_optimal,0.6470588235294118
test_precision_optimal,0.4
test_recall_optimal,0.4
test_f1_optimal,0.4
test_specificity_optimal,0.75
