fold,val_auc,optimal_threshold,test_auc_default,test_accuracy_default,test_precision_default,test_recall_default,test_f1_default,test_specificity_default,test_auc_optimal,test_accuracy_optimal,test_precision_optimal,test_recall_optimal,test_f1_optimal,test_specificity_optimal
0,0.5303030303030303,0.4196605384349823,0.45833333333333337,0.6666666666666666,0.5,0.16666666666666666,0.25,0.9166666666666666,0.45833333333333337,0.3888888888888889,0.2727272727272727,0.5,0.35294117647058826,0.3333333333333333
1,0.7727272727272727,0.5369835495948792,0.5909090909090909,0.4117647058823529,0.35714285714285715,0.8333333333333334,0.5,0.18181818181818182,0.5909090909090909,0.5882352941176471,0.4,0.3333333333333333,0.36363636363636365,0.7272727272727273
2,0.4,0.5191158652305603,0.4393939393939394,0.35294117647058826,0.3333333333333333,0.8333333333333334,0.47619047619047616,0.09090909090909091,0.4393939393939394,0.5882352941176471,0.0,0.0,0.0,0.9090909090909091
3,0.6545454545454545,0.5318865776062012,0.23636363636363636,0.3125,0.3125,1.0,0.47619047619047616,0.0,0.23636363636363636,0.25,0.1111111111111111,0.2,0.14285714285714285,0.2727272727272727
4,0.6944444444444444,0.53978431224823,0.2909090909090909,0.375,0.2727272727272727,0.6,0.375,0.2727272727272727,0.2909090909090909,0.375,0.14285714285714285,0.2,0.16666666666666666,0.45454545454545453
