metric,value
val_auc,0.5384615384615384
optimal_threshold,0.48357999324798584
test_threshold_default,0.5
test_auc_default,0.4833333333333334
test_accuracy_default,0.7058823529411765
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.48357999324798584
test_auc_optimal,0.4833333333333334
test_accuracy_optimal,0.5294117647058824
test_precision_optimal,0.2857142857142857
test_recall_optimal,0.4
test_f1_optimal,0.3333333333333333
test_specificity_optimal,0.5833333333333334
