Configuration,Description,Val_AUC,Test_AUC_Optimal,Test_Acc_Optimal,Test_F1_Optimal
full,CNN + Hand-crafted + Demographics (full),0.7218686868686868,0.4878787878787879,0.5299019607843137,0.3897435897435897
cnn_hand,CNN + Hand-crafted features,0.7452525252525252,0.4756060606060606,0.5381535947712418,0.3447619047619047
cnn_demo,CNN + Demographics,0.7228787878787879,0.47414141414141414,0.4875816993464053,0.3142857142857142
cnn_only,CNN features only (baseline),0.5857070707070706,0.4634848484848485,0.4425653594771243,0.3933014354066985
