Fold,Strategy,Val_AUC,Test_AUC,Test_Accuracy,Test_F1,Final_Gap,Optimal_Threshold
2,layer4_only,0.5272727272727272,0.5454545454545454,0.5294117647058824,0.3333333333333333,-0.11896822900283105,0.5698756575584412
