metric,value
val_auc,0.6346153846153846
optimal_threshold,0.46442151069641113
test_threshold_default,0.5
test_auc_default,0.6166666666666667
test_accuracy_default,0.7058823529411765
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,1.0
test_threshold_optimal,0.46442151069641113
test_auc_optimal,0.6166666666666667
test_accuracy_optimal,0.5294117647058824
test_precision_optimal,0.3333333333333333
test_recall_optimal,0.6
test_f1_optimal,0.42857142857142855
test_specificity_optimal,0.5
