Configuration,Description,Val_AUC,Test_AUC_Optimal,Test_Acc_Optimal,Test_F1_Optimal
full,CNN + Hand-crafted + Demographics (full),0.6036868686868687,0.5226767676767677,0.5540032679738562,0.32666666666666666
cnn_hand,CNN + Hand-crafted features,0.6149494949494949,0.5225252525252525,0.6089869281045752,0.40242424242424235
cnn_demo,CNN + Demographics,0.6162626262626263,0.45712121212121215,0.3808006535947712,0.401621254562431
cnn_only,CNN features only (baseline),0.5967171717171718,0.39181818181818184,0.47508169934640526,0.3352380952380952
