metric,value
val_auc,0.6153846153846154
optimal_threshold,0.49303269386291504
test_threshold_default,0.5
test_auc_default,0.4666666666666667
test_accuracy_default,0.5294117647058824
test_precision_default,0.0
test_recall_default,0.0
test_f1_default,0.0
test_specificity_default,0.75
test_threshold_optimal,0.49303269386291504
test_auc_optimal,0.4666666666666667
test_accuracy_optimal,0.47058823529411764
test_precision_optimal,0.25
test_recall_optimal,0.4
test_f1_optimal,0.3076923076923077
test_specificity_optimal,0.5
