epoch,pred_mean,pred_std,pred_min,pred_max,pred_q25,pred_q75,true_mean,true_std,correlation,residual_mean,residual_std,mode_collapse_score
5,-3.7022378,0.04345241,-3.748258,-3.5224628,-3.72623,-3.6963303,-4.6828585,5.8895984,0.1877384605864852,0.98062056,5.8815956,0.007377822
10,-4.041295,0.1556835,-4.1303205,-3.1817217,-4.106517,-4.036393,-4.6828585,5.8895984,0.0030430742412938605,0.6415633,5.8911824,0.026433637
15,-4.411163,0.3279511,-4.587288,-2.9582968,-4.566546,-4.451562,-4.6828585,5.8895984,0.10523057210856356,0.27169603,5.8641634,0.055683102
20,-3.967091,0.7792853,-4.6986694,-2.250424,-4.6176596,-3.398081,-4.6828585,5.8895984,-0.21131054114142436,0.7157669,6.1019955,0.13231553
25,-4.606946,0.17423825,-4.7705154,-4.111818,-4.7298274,-4.549635,-4.6828585,5.8895984,0.006632376901202981,0.07591218,5.89102,0.029584063
30,-4.303293,0.4000748,-4.7886744,-3.5219493,-4.5795865,-4.0300193,-4.6828585,5.8895984,0.008371548510718672,0.37956494,5.899829,0.067929044
