optimal_threshold,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,accuracy_mean,accuracy_std,specificity_mean,specificity_std,n_folds
0.3199999999999999,0.5595557521254115,0.11537006209320395,0.48515928515928514,0.1325618889518825,0.7866666666666667,0.27243755655603397,0.6045751633986929,0.13573037751201783,0.5196969696969697,0.26350135867557706,5
