threshold,accuracy,precision,recall,specificity,f1,tp,tn,fp,fn,fold
0.2799999999999999,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_0
0.2899999999999999,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_0
0.29999999999999993,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_0
0.30999999999999994,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_0
0.3199999999999999,0.7058823529411765,0.5454545454545454,1.0,0.5454545454545454,0.7058823529411765,6,6,5,0,fold_0
0.32999999999999985,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.33999999999999986,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.34999999999999987,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.3599999999999999,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.3699999999999999,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.3799999999999999,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.3899999999999999,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.3999999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.4099999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.4199999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.4299999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.43999999999999984,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.44999999999999984,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.45999999999999985,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.46999999999999986,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.47999999999999976,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.48999999999999977,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.4999999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.5099999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.5199999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.5299999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.5399999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.5499999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.5599999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.5699999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.5799999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.5899999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.5999999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.6099999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.6199999999999998,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.6299999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.6399999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.6499999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.6599999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.6699999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.6799999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.6899999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
