metric,value
val_auc,0.7307692307692307
optimal_threshold,0.550661027431488
test_threshold_default,0.5
test_auc_default,0.85
test_accuracy_default,0.29411764705882354
test_precision_default,0.29411764705882354
test_recall_default,1.0
test_f1_default,0.45454545454545453
test_specificity_default,0.0
test_threshold_optimal,0.550661027431488
test_auc_optimal,0.85
test_accuracy_optimal,0.7647058823529411
test_precision_optimal,0.5714285714285714
test_recall_optimal,0.8
test_f1_optimal,0.6666666666666666
test_specificity_optimal,0.75
